EVENT CATEGORY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,PLACE,Province/Territory,EVENT START DATE,FATALITIES,INJURED/INFECTED,EVACUATED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,EVENT END DATE,FEDERAL DFAA PAYMENTS,PROVINCIAL DFAA PAYMENTS,PROVINCIAL DEPARTMENT PAYMENTS,MUNICIPAL COSTS,OGD COSTS,INSURANCE PAYMENTS,NGO PAYMENTS,UTILITY/PEOPLE AFFECTED,MAGNITUDE,provinces_level,event_id,event_duration,avg_year_of_event,closest_year,population,total_event_population,prop_pop_weight,proportional_FATALITIES,proportional_INJURED/INFECTED,proportional_EVACUATED,proportional_ESTIMATED TOTAL COST,proportional_NORMALIZED TOTAL COST,proportional_FEDERAL DFAA PAYMENTS,proportional_PROVINCIAL DFAA PAYMENTS,proportional_PROVINCIAL DEPARTMENT PAYMENTS,proportional_MUNICIPAL COSTS,proportional_OGD COSTS,proportional_INSURANCE PAYMENTS,proportional_NGO PAYMENTS,proportional_UTILITY/PEOPLE AFFECTED
Disaster,Natural,Meteorological - Hydrological,Flood,Saguenay River Valley QC,QC,1996-07-19 00:00:00,10.0,0.0,15825.0,300000000.0,321934758.2,1996-07-19 00:00:00,300000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,305,0,1996,1996,7138795,7138795.0,1.0,10.0,0.0,15825.0,300000000.0,321934758.2,300000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Calgary AB,AB,1996-07-16 00:00:00,0.0,0.0,0.0,103000000.0,110530933.6,1996-07-18 00:00:00,0.0,0.0,0.0,0.0,0.0,103000000.0,0.0,0.0,0.0,single,306,2,1996,1996,2696826,2696826.0,1.0,0.0,0.0,0.0,103000000.0,110530933.6,0.0,0.0,0.0,0.0,0.0,103000000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Winnipeg MB,MB,1996-07-16 00:00:00,0.0,0.0,0.0,105000000.0,112677165.4,1996-07-16 00:00:00,0.0,0.0,0.0,0.0,0.0,105000000.0,0.0,0.0,0.0,single,307,0,1996,1996,1113898,1113898.0,1.0,0.0,0.0,0.0,105000000.0,112677165.4,0.0,0.0,0.0,0.0,0.0,105000000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Atikokan ON,ON,1996-07-05 00:00:00,0.0,0.0,0.0,278061.0,298391.7,1996-07-06 00:00:00,0.0,0.0,194537.0,83524.0,0.0,0.0,0.0,0.0,0.0,single,308,1,1996,1996,10753573,10753573.0,1.0,0.0,0.0,0.0,278061.0,298391.7,0.0,0.0,194537.0,83524.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Lesser Slave Lake area AB,AB,1996-06-17 00:00:00,0.0,0.0,922.0,18159797.0,19487566.2,1996-06-21 00:00:00,5693853.0,5466769.0,6999175.0,0.0,0.0,0.0,0.0,0.0,0.0,single,309,4,1996,1996,2696826,2696826.0,1.0,0.0,0.0,922.0,18159797.0,19487566.2,5693853.0,5466769.0,6999175.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Timmins and Dufferin County ON,ON,1996-05-17 00:00:00,0.0,0.0,0.0,378557.0,406235.5,1996-05-19 00:00:00,0.0,0.0,131518.0,247039.0,0.0,0.0,0.0,0.0,0.0,single,310,2,1996,1996,10753573,10753573.0,1.0,0.0,0.0,0.0,378557.0,406235.5,0.0,0.0,131518.0,247039.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Tornado,"Grey County, Wellington and Dufferin County ON",ON,1996-04-20 00:00:00,0.0,9.0,0.0,9404772.0,10092410.0,1996-04-20 00:00:00,0.0,0.0,621641.0,439291.0,0.0,8343840.0,0.0,2895455.0,0.0,single,311,0,1996,1996,10753573,10753573.0,1.0,0.0,9.0,0.0,9404772.0,10092410.0,0.0,0.0,621641.0,439291.0,0.0,8343840.0,0.0,2895455.0
Disaster,Natural,Meteorological - Hydrological,Flood,"Red River, Souris River, Assiniboine River and Pembina River MB",MB,1996-04-18 00:00:00,0.0,0.0,285.0,6816377.0,7314762.3,1996-05-08 00:00:00,4430930.0,2385447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,312,20,1996,1996,1113898,1113898.0,1.0,0.0,0.0,285.0,6816377.0,7314762.3,4430930.0,2385447.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Flat Bay NL,NL,1996-02-17 00:00:00,0.0,0.0,30.0,0.0,0.0,1996-02-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,313,2,1996,1996,551790,551790.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Sunny Valley AB,AB,1996-01-01 00:00:00,0.0,0.0,0.0,100307.0,107641.0,1996-01-01 00:00:00,0.0,0.0,100307.0,0.0,0.0,0.0,0.0,0.0,0.0,single,314,0,1996,1996,2696826,2696826.0,1.0,0.0,0.0,0.0,100307.0,107641.0,0.0,0.0,100307.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Drought,Grande Prairie AB,AB,1996-01-01 00:00:00,0.0,0.0,0.0,57644492.0,61859218.6,1996-01-01 00:00:00,0.0,0.0,100110.0,0.0,57544382.0,0.0,0.0,0.0,0.0,single,315,0,1996,1996,2696826,2696826.0,1.0,0.0,0.0,0.0,57644492.0,61859218.6,0.0,0.0,100110.0,0.0,57544382.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,South Dumfries ON,ON,1996-01-01 00:00:00,0.0,0.0,0.0,99870.0,107172.1,1996-01-01 00:00:00,0.0,0.0,22413.0,77457.0,0.0,0.0,0.0,0.0,0.0,single,316,0,1996,1996,10753573,10753573.0,1.0,0.0,0.0,0.0,99870.0,107172.1,0.0,0.0,22413.0,77457.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Ontario,ON,1995-12-10 00:00:00,1.0,0.0,50.0,0.0,0.0,1995-12-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,317,1,1995,1996,10753573,10753573.0,1.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Southwestern British Columbia,BC,1995-11-27 00:00:00,0.0,0.0,230.0,18835222.0,20512330.8,1995-11-29 00:00:00,1915497.0,5722996.0,11196729.0,0.0,0.0,0.0,0.0,0.0,0.0,single,318,2,1995,1996,3724500,3724500.0,1.0,0.0,0.0,230.0,18835222.0,20512330.8,1915497.0,5722996.0,11196729.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Hamilton ON,ON,1995-10-05 00:00:00,0.0,0.0,0.0,17419000.0,18970006.8,1995-10-06 00:00:00,0.0,0.0,0.0,0.0,0.0,17419000.0,0.0,0.0,0.0,single,319,1,1995,1996,10753573,10753573.0,1.0,0.0,0.0,0.0,17419000.0,18970006.8,0.0,0.0,0.0,0.0,0.0,17419000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Regina SK,SK,1995-09-26 00:00:00,0.0,0.0,0.0,13353120.0,14542096.4,1995-09-26 00:00:00,0.0,0.0,235120.0,0.0,0.0,13118000.0,0.0,0.0,0.0,single,320,0,1995,1996,976615,976615.0,1.0,0.0,0.0,0.0,13353120.0,14542096.4,0.0,0.0,235120.0,0.0,0.0,13118000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Burin Peninsula NL,NL,1995-09-11 00:00:00,0.0,0.0,0.0,2661890.0,2898907.6,1995-09-11 00:00:00,1274866.0,1387024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,321,0,1995,1996,551790,551790.0,1.0,0.0,0.0,0.0,2661890.0,2898907.6,1274866.0,1387024.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Manitoba,MB,1995-07-30 00:00:00,0.0,0.0,0.0,9018000.0,9820972.6,1995-07-30 00:00:00,0.0,0.0,0.0,0.0,0.0,9018000.0,0.0,0.0,0.0,single,322,0,1995,1996,1113898,1113898.0,1.0,0.0,0.0,0.0,9018000.0,9820972.6,0.0,0.0,0.0,0.0,0.0,9018000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Calgary AB,AB,1995-07-17 00:00:00,0.0,0.0,0.0,74559612.0,81198481.6,1995-07-17 00:00:00,0.0,0.0,18858612.0,0.0,0.0,55701000.0,0.0,0.0,0.0,single,323,0,1995,1996,2696826,2696826.0,1.0,0.0,0.0,0.0,74559612.0,81198481.6,0.0,0.0,18858612.0,0.0,0.0,55701000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Ontario,ON,1995-07-13 00:00:00,0.0,0.0,0.0,56910000.0,61977328.8,1995-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,56910000.0,0.0,0.0,0.0,single,324,2,1995,1996,10753573,10753573.0,1.0,0.0,0.0,0.0,56910000.0,61977328.8,0.0,0.0,0.0,0.0,0.0,56910000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Alberta,AB,1995-07-10 00:00:00,0.0,0.0,0.0,28103000.0,30605321.9,1995-07-10 00:00:00,0.0,0.0,0.0,0.0,0.0,28103000.0,0.0,0.0,0.0,single,325,0,1995,1996,2696826,2696826.0,1.0,0.0,0.0,0.0,28103000.0,30605321.9,0.0,0.0,0.0,0.0,0.0,28103000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Edmonton AB,AB,1995-07-04 00:00:00,0.0,0.0,0.0,34511612.0,37584563.8,1995-07-04 00:00:00,0.0,0.0,18858612.0,0.0,0.0,15653000.0,0.0,0.0,0.0,single,326,0,1995,1996,2696826,2696826.0,1.0,0.0,0.0,0.0,34511612.0,37584563.8,0.0,0.0,18858612.0,0.0,0.0,15653000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Sahtu Region of the Northwest Territories,NT,1995-06-06 00:00:00,0.0,0.0,950.0,3432310.0,3737926.6,1995-06-15 00:00:00,504871.0,202377.0,2725062.0,0.0,0.0,0.0,0.0,0.0,0.0,single,327,9,1995,1996,64402,64402.0,1.0,0.0,0.0,950.0,3432310.0,3737926.6,504871.0,202377.0,2725062.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Alberta,AB,1995-06-06 00:00:00,0.0,0.0,0.0,154623306.0,168391134.6,1995-06-09 00:00:00,34061897.0,9324782.0,12672842.0,76670115.0,0.0,21893670.0,0.0,0.0,0.0,single,328,3,1995,1996,2696826,2696826.0,1.0,0.0,0.0,0.0,154623306.0,168391134.6,34061897.0,9324782.0,12672842.0,76670115.0,0.0,21893670.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Southeastern British Columbia,BC,1995-06-05 00:00:00,0.0,0.0,802.0,7155707.0,7792859.0,1995-06-09 00:00:00,1685853.0,5469854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,329,4,1995,1996,3724500,3724500.0,1.0,0.0,0.0,802.0,7155707.0,7792859.0,1685853.0,5469854.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,"East Kooteney (Elk River-Watershed) Region and the municipalities of Sparwood, Fernie and surrounding areas BC",BC,1995-06-01 00:00:00,0.0,0.0,0.0,7155707.0,7792859.0,1995-06-01 00:00:00,1685853.0,5469854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,330,0,1995,1996,3724500,3724500.0,1.0,0.0,0.0,0.0,7155707.0,7792859.0,1685853.0,5469854.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,North Central Saskatchewan,SK,1995-05-29 00:00:00,0.0,0.0,3338.0,91585747.0,99740642.3,1995-05-29 00:00:00,0.0,0.0,91585747.0,0.0,0.0,0.0,0.0,0.0,0.0,single,331,0,1995,1996,976615,976615.0,1.0,0.0,0.0,3338.0,91585747.0,99740642.3,0.0,0.0,91585747.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Western MB,MB,1995-04-01 00:00:00,0.0,0.0,100.0,4205645.0,4580120.2,1995-04-01 00:00:00,1816719.0,2388926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,332,0,1995,1996,1113898,1113898.0,1.0,0.0,0.0,100.0,4205645.0,4580120.2,1816719.0,2388926.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Northeastern Saskatchewan,SK,1995-04-01 00:00:00,0.0,0.0,0.0,7572381.0,8246634.1,1995-04-01 00:00:00,4784560.0,2787821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,333,0,1995,1996,976615,976615.0,1.0,0.0,0.0,0.0,7572381.0,8246634.1,4784560.0,2787821.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Blanc Sablon QC,QC,1995-03-10 00:00:00,2.0,0.0,69.0,368160.0,400941.4,1995-03-10 00:00:00,0.0,0.0,368160.0,0.0,0.0,0.0,0.0,0.0,0.0,single,334,0,1995,1996,7138795,7138795.0,1.0,2.0,0.0,69.0,368160.0,400941.4,0.0,0.0,368160.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Poplar Bay AB,AB,1995-01-01 00:00:00,0.0,0.0,0.0,35830.0,39020.3,1995-01-01 00:00:00,0.0,0.0,35830.0,0.0,0.0,0.0,0.0,0.0,0.0,single,335,0,1995,1996,2696826,2696826.0,1.0,0.0,0.0,0.0,35830.0,39020.3,0.0,0.0,35830.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Quebec,QC,1995-01-01 00:00:00,0.0,0.0,0.0,57478.0,62595.9,1995-01-01 00:00:00,0.0,0.0,57478.0,0.0,0.0,0.0,0.0,0.0,0.0,single,336,0,1995,1996,7138795,7138795.0,1.0,0.0,0.0,0.0,57478.0,62595.9,0.0,0.0,57478.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Avalon area of Newfoundland and Labrador,NL,1994-12-08 00:00:00,0.0,0.0,0.0,0.0,0.0,1994-12-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3189873.0,0.0,single,337,4,1994,1996,551790,551790.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3189873.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern ON,ON,1994-08-28 00:00:00,0.0,0.0,0.0,7876000.0,8767449.2,1994-08-28 00:00:00,0.0,0.0,0.0,0.0,0.0,7876000.0,0.0,0.0,0.0,single,338,0,1994,1996,10753573,10753573.0,1.0,0.0,0.0,0.0,7876000.0,8767449.2,0.0,0.0,0.0,0.0,0.0,7876000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Manitoba,MB,1994-08-27 00:00:00,0.0,0.0,0.0,14196201.0,15803005.5,1994-08-27 00:00:00,0.0,0.0,5346201.0,0.0,0.0,8850000.0,0.0,0.0,0.0,single,339,0,1994,1996,1113898,1113898.0,1.0,0.0,0.0,0.0,14196201.0,15803005.5,0.0,0.0,5346201.0,0.0,0.0,8850000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Tornado,Aylmer QC,QC,1994-08-04 00:00:00,0.0,4.0,1000.0,7786393.0,8667700.0,1994-08-04 00:00:00,0.0,0.0,246393.0,0.0,0.0,7540000.0,0.0,0.0,0.0,single,340,0,1994,1996,7138795,7138795.0,1.0,0.0,4.0,1000.0,7786393.0,8667700.0,0.0,0.0,246393.0,0.0,0.0,7540000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Salmon Arm BC,BC,1994-08-04 00:00:00,0.0,0.0,0.0,11155000.0,12417584.6,1994-08-04 00:00:00,0.0,0.0,0.0,0.0,0.0,11155000.0,0.0,0.0,0.0,single,341,0,1994,1996,3724500,3724500.0,1.0,0.0,0.0,0.0,11155000.0,12417584.6,0.0,0.0,0.0,0.0,0.0,11155000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southwestern Manitoba,MB,1994-08-01 00:00:00,0.0,0.0,0.0,3189873.0,3550920.5,1994-08-01 00:00:00,0.0,0.0,0.0,3189873.0,0.0,0.0,0.0,0.0,0.0,single,342,0,1994,1996,1113898,1113898.0,1.0,0.0,0.0,0.0,3189873.0,3550920.5,0.0,0.0,0.0,3189873.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Wildfire,British Columbia,BC,1994-07-24 00:00:00,0.0,0.0,4169.0,0.0,0.0,1994-07-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,343,0,1994,1996,3724500,3724500.0,1.0,0.0,0.0,4169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Alberta,AB,1994-06-18 00:00:00,0.0,0.0,0.0,30969155.0,34474415.3,1994-06-18 00:00:00,0.0,0.0,21910155.0,0.0,0.0,9059000.0,0.0,0.0,0.0,single,344,0,1994,1996,2696826,2696826.0,1.0,0.0,0.0,0.0,30969155.0,34474415.3,0.0,0.0,21910155.0,0.0,0.0,9059000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Saskatchewan,SK,1994-05-22 00:00:00,0.0,0.0,0.0,9589470.0,10674859.3,1994-05-22 00:00:00,0.0,0.0,69470.0,0.0,0.0,9520000.0,0.0,0.0,0.0,single,345,0,1994,1996,976615,976615.0,1.0,0.0,0.0,0.0,9589470.0,10674859.3,0.0,0.0,69470.0,0.0,0.0,9520000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Manitoba,MB,1994-05-18 00:00:00,0.0,0.0,0.0,9074000.0,10101045.5,1994-05-18 00:00:00,0.0,0.0,0.0,0.0,0.0,9074000.0,0.0,0.0,0.0,single,346,0,1994,1996,1113898,1113898.0,1.0,0.0,0.0,0.0,9074000.0,10101045.5,0.0,0.0,0.0,0.0,0.0,9074000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern ON,ON,1994-01-28 00:00:00,0.0,0.0,0.0,6799000.0,7568548.4,1994-01-28 00:00:00,0.0,0.0,0.0,0.0,0.0,6799000.0,0.0,0.0,0.0,single,348,0,1994,1996,10753573,10753573.0,1.0,0.0,0.0,0.0,6799000.0,7568548.4,0.0,0.0,0.0,0.0,0.0,6799000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern ON,ON,1994-01-16 00:00:00,0.0,0.0,0.0,14299000.0,15917439.9,1994-01-17 00:00:00,0.0,0.0,0.0,0.0,0.0,14299000.0,0.0,0.0,0.0,single,350,1,1994,1996,10753573,10753573.0,1.0,0.0,0.0,0.0,14299000.0,15917439.9,0.0,0.0,0.0,0.0,0.0,14299000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Montreal and area QC,QC,1994-01-05 00:00:00,6.0,0.0,0.0,0.0,0.0,1994-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,351,0,1994,1996,7138795,7138795.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storm Surge,Tuktoyaktuk and Mackenzie Delta NT,NT,1993-09-23 00:00:00,0.0,0.0,0.0,0.0,0.0,1993-09-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,353,0,1993,1991,57649,57649.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Saskatchewan,SK,1993-07-29 00:00:00,0.0,0.0,0.0,6503703.0,7248285.8,1993-07-29 00:00:00,0.0,0.0,613703.0,0.0,0.0,5890000.0,0.0,0.0,0.0,single,354,0,1993,1991,988928,988928.0,1.0,0.0,0.0,0.0,6503703.0,7248285.8,0.0,0.0,613703.0,0.0,0.0,5890000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Quebec,QC,1993-07-29 00:00:00,0.0,0.0,0.0,10017238.0,11164071.3,1993-07-30 00:00:00,0.0,0.0,1675238.0,0.0,0.0,8342000.0,0.0,0.0,0.0,single,355,1,1993,1991,6895963,6895963.0,1.0,0.0,0.0,0.0,10017238.0,11164071.3,0.0,0.0,1675238.0,0.0,0.0,8342000.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Edmonton AB,AB,1993-07-29 00:00:00,0.0,0.0,0.0,21095828.0,23511004.6,1993-07-29 00:00:00,0.0,0.0,12398407.0,0.0,0.0,8697421.0,0.0,0.0,0.0,single,356,0,1993,1991,2545553,2545553.0,1.0,0.0,0.0,0.0,21095828.0,23511004.6,0.0,0.0,12398407.0,0.0,0.0,8697421.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,MB,1993-07-25 00:00:00,0.0,0.0,0.0,214807255.0,239399674.4,1993-08-14 00:00:00,11555527.0,3763948.0,0.0,0.0,0.0,199487780.0,0.0,0.0,0.0,single,357,20,1993,1991,1091942,1091942.0,1.0,0.0,0.0,0.0,214807255.0,239399674.4,11555527.0,3763948.0,0.0,0.0,0.0,199487780.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Swan River MB,MB,1993-07-04 00:00:00,0.0,0.0,650.0,5738341.0,6395300.6,1993-07-04 00:00:00,2935683.0,2802658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,358,0,1993,1991,1091942,1091942.0,1.0,0.0,0.0,650.0,5738341.0,6395300.6,2935683.0,2802658.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Upper Saint John River Valley NB,NB,1993-04-12 00:00:00,0.0,0.0,300.0,14973222.0,16687446.0,1993-04-12 00:00:00,6500013.0,2349112.0,3808712.0,0.0,2315385.0,0.0,0.0,0.0,0.0,single,359,0,1993,1991,723900,723900.0,1.0,0.0,0.0,300.0,14973222.0,16687446.0,6500013.0,2349112.0,3808712.0,0.0,2315385.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,"Avalon and Burin Peninsulas and Bonavista, Trinity and Conception Bays NL",NL,1992-10-06 00:00:00,0.0,0.0,0.0,8945037.0,10159006.3,1992-10-06 00:00:00,0.0,0.0,0.0,0.0,0.0,8945037.0,0.0,0.0,0.0,single,364,0,1992,1991,568475,568475.0,1.0,0.0,0.0,0.0,8945037.0,10159006.3,0.0,0.0,0.0,0.0,0.0,8945037.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Edmonton AB,AB,1992-09-01 00:00:00,0.0,0.0,0.0,22522000.0,25578557.1,1992-09-01 00:00:00,0.0,0.0,14434443.0,0.0,0.0,8087557.0,0.0,0.0,0.0,single,365,0,1992,1991,2545553,2545553.0,1.0,0.0,0.0,0.0,22522000.0,25578557.1,0.0,0.0,14434443.0,0.0,0.0,8087557.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Edmonton AB,AB,1992-08-28 00:00:00,0.0,0.0,0.0,20170168.0,22907547.9,1992-08-28 00:00:00,0.0,0.0,14434443.0,0.0,0.0,5735725.0,0.0,0.0,0.0,single,366,0,1992,1991,2545553,2545553.0,1.0,0.0,0.0,0.0,20170168.0,22907547.9,0.0,0.0,14434443.0,0.0,0.0,5735725.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Elmira ON,ON,1992-08-28 00:00:00,0.0,0.0,0.0,4738539.0,5381626.4,1992-08-28 00:00:00,0.0,0.0,0.0,0.0,0.0,4738539.0,0.0,0.0,0.0,single,367,0,1992,1991,10084885,10084885.0,1.0,0.0,0.0,0.0,4738539.0,5381626.4,0.0,0.0,0.0,0.0,0.0,4738539.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Toronto ON,ON,1992-07-31 00:00:00,0.0,0.0,0.0,5337940.0,6062374.7,1992-07-31 00:00:00,0.0,0.0,0.0,0.0,0.0,5337940.0,0.0,0.0,0.0,single,368,0,1992,1991,10084885,10084885.0,1.0,0.0,0.0,0.0,5337940.0,6062374.7,0.0,0.0,0.0,0.0,0.0,5337940.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Calgary AB,AB,1992-07-31 00:00:00,0.0,0.0,0.0,38495497.0,43719885.9,1992-07-31 00:00:00,0.0,0.0,14434443.0,0.0,0.0,24061054.0,0.0,0.0,0.0,single,369,0,1992,1991,2545553,2545553.0,1.0,0.0,0.0,0.0,38495497.0,43719885.9,0.0,0.0,14434443.0,0.0,0.0,24061054.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Yukon Rivers YT,YT,1992-06-17 00:00:00,0.0,0.0,0.0,228636.0,259665.2,1992-07-30 00:00:00,147321.0,81315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,370,43,1992,1991,27797,27797.0,1.0,0.0,0.0,0.0,228636.0,259665.2,147321.0,81315.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Attawapiskat ON,ON,1992-05-18 00:00:00,0.0,0.0,1000.0,0.0,0.0,1992-05-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,371,0,1992,1991,10084885,10084885.0,1.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,Hay River NT,NT,1992-04-25 00:00:00,0.0,0.0,100.0,0.0,0.0,1992-04-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,single,372,0,1992,1991,57649,57649.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster,Natural,Meteorological - Hydrological,Flood,"Sainte-Brigitte-de-Laval, about 40 km north of Québec City QC",QC,1992-03-12 00:00:00,0.0,0.0,40.0,1012311.0,1149696.1,1992-03-12 00:00:00,0.0,0.0,1012311.0,0.0,0.0,0.0,0.0,0.0,0.0,single,373,0,1992,1991,6895963,6895963.0,1.0,0.0,0.0,40.0,1012311.0,1149696.1,0.0,0.0,1012311.0,0.0,0.0,0.0,0.0,0.0
